track_id,genre
366,Post-Punk
367,Post-Punk
368,Post-Punk
369,Post-Punk
370,Post-Punk
371,Post-Punk
384,Electronic
385,Electronic
386,Electronic
387,Electronic
393,Rock
394,Rock
395,Rock
396,Electronic
397,Electronic
398,Electronic
399,Electronic
400,Electronic
401,Electronic
402,Electronic
403,Electronic
404,Electronic
405,Electronic
406,Electronic
407,Electronic
408,Electronic
410,Electronic
411,Electronic
412,Electronic
414,Electronic
416,Electronic
417,Avant-Garde
418,Avant-Garde
419,Avant-Garde
420,Avant-Garde
421,Avant-Garde
422,Avant-Garde
423,Avant-Garde
424,Avant-Garde
425,Avant-Garde
426,Avant-Garde
427,Avant-Garde
428,Avant-Garde
429,Avant-Garde
430,Avant-Garde
431,Avant-Garde
432,Avant-Garde
433,Avant-Garde
434,Avant-Garde
435,Avant-Garde
436,Avant-Garde
437,Avant-Garde
438,Avant-Garde
439,Avant-Garde
440,Jazz
441,Jazz
442,Jazz
443,Jazz
444,Jazz
445,Jazz
446,Jazz
447,Jazz
448,Jazz
449,Jazz
450,Jazz
451,Jazz
452,Jazz
458,Krautrock
459,Krautrock
461,Blues
462,Blues
463,Blues
464,Blues
465,Blues
466,Lo-Fi
467,Lo-Fi
468,Punk
469,Lo-Fi
470,Lo-Fi
471,Lo-Fi
472,Lo-Fi
473,Lo-Fi
474,Punk
475,Lo-Fi
476,Lo-Fi
477,Punk
478,Lo-Fi
479,Lo-Fi
480,Punk
481,Lo-Fi
482,Lo-Fi
483,Lo-Fi
484,Lo-Fi
485,Punk
486,Lo-Fi
487,Lo-Fi
489,Lo-Fi
490,Lo-Fi
491,Lo-Fi
492,Lo-Fi
493,Lo-Fi
495,Punk
496,Lo-Fi
497,Lo-Fi
498,Lo-Fi
500,Lo-Fi
501,Lo-Fi
502,Punk
503,Lo-Fi
504,Lo-Fi
506,Lo-Fi
507,Lo-Fi
508,Lo-Fi
509,Lo-Fi
510,Lo-Fi
511,Lo-Fi
512,Lo-Fi
513,Lo-Fi
514,Lo-Fi
515,Lo-Fi
516,Lo-Fi
517,Lo-Fi
520,Rock
521,Rock
522,Rock
523,Rock
524,Rock
525,Rock
526,Rock
527,Rock
528,Rock
529,Rock
530,Rock
531,Rock
532,Electronic
533,Electronic
534,Folk
535,Folk
536,Folk
537,Folk
538,Folk
539,Folk
540,Folk
541,Folk
542,Folk
543,Folk
544,Folk
545,Folk
546,Folk
547,Folk
548,Folk
549,Folk
550,Electronic
554,Experimental Pop
555,Experimental Pop
556,Experimental Pop
557,Experimental Pop
558,Experimental Pop
559,Experimental Pop
560,Experimental Pop
561,Experimental Pop
562,Rock
563,Rock
564,Rock
565,Rock
566,Rock
567,Rock
568,Rock
569,Rock
570,Rock
571,Rock
572,Rock
573,Punk
574,Punk
575,Rock
576,Rock
577,Rock
578,Rock
579,Punk
580,Punk
583,Hip-Hop
584,Hip-Hop
585,Hip-Hop
586,Hip-Hop
587,Avant-Garde
588,Avant-Garde
589,Avant-Garde
590,Jazz: Vocal
591,Jazz: Vocal
592,Jazz: Vocal
593,Jazz: Vocal
601,Folk
602,Folk
603,Folk
604,Folk
605,Rock
606,Rock
607,Rock
608,Rock
609,Rock
610,Folk
611,Folk
612,Folk
613,NotAvailable
614,Folk
615,Electroacoustic
616,Electroacoustic
617,Folk
618,Folk
619,Folk
620,Folk
621,Folk
622,Folk
623,Folk
624,Folk
625,Folk
626,Folk
627,Folk
628,Folk
629,Folk
630,Folk
631,Folk
633,Rock
634,Rock
635,Rock
637,Avant-Garde
638,Avant-Garde
639,Avant-Garde
640,Radio Art
641,Electronic
642,Electronic
643,Electronic
644,Electronic
645,Electronic
646,Electronic
647,Electronic
648,Electronic
649,Electronic
650,Electronic
651,Electronic
652,Electronic
653,Electronic
654,Electronic
655,Electronic
656,Electronic
657,Electronic
658,Electronic
659,Electronic
660,Electronic
661,Electronic
662,Electronic
663,Electronic
664,Electronic
665,Electronic
666,Reggae - Dub
667,Reggae - Dub
668,Hip-Hop
669,Hip-Hop
670,Hip-Hop
671,Hip-Hop
672,Hip-Hop
673,Hip-Hop
674,Hip-Hop
675,Hip-Hop
676,Hip-Hop
677,Hip-Hop
678,Hip-Hop
679,Hip-Hop
680,Hip-Hop
681,Hip-Hop
682,Hip-Hop
683,Hip-Hop
684,Hip-Hop
685,Hip-Hop
686,Hip-Hop
687,Hip-Hop
688,Hip-Hop
689,Hip-Hop
690,Rock
691,Rock
692,Rock
693,Rock
694,Hip-Hop
695,Hip-Hop
696,Loud-Rock
697,Loud-Rock
698,Loud-Rock
699,Loud-Rock
700,Loud-Rock
701,Loud-Rock
702,Loud-Rock
703,Loud-Rock
704,Latin America
705,Latin America
706,Latin America
707,Latin America
708,Latin America
709,Latin America
711,Punk
712,Punk
713,Punk
714,Folk
715,Folk
716,Folk
717,Folk
718,Folk
719,Rock
720,Rock
721,Rock
722,Rock
723,Rock
725,Noise
726,Noise
727,Noise
728,Noise
729,Noise
730,Noise
731,Noise
734,Disco
735,Disco
736,Disco
737,Disco
738,Disco
739,Disco
740,Disco
741,Disco
742,Disco
743,Disco
744,Disco
745,Disco
747,Disco
748,Disco
749,Disco
750,Disco
751,Disco
752,Disco
753,Disco
754,Disco
755,Disco
756,Disco
757,Disco
758,Disco
759,Disco
760,Disco
761,Disco
762,Disco
763,Disco
764,Disco
765,Disco
766,Disco
767,Disco
768,Disco
769,Disco
770,Disco
771,Disco
772,Disco
773,Disco
774,Disco
775,Disco
776,Disco
777,Rock
778,Rock
779,Rock
780,Rock
781,Rock
782,Rock
783,Rock
784,Rock
785,Rock
786,Rock
787,Rock
788,Rock
789,Rock
790,Rock
791,Rock
792,Rock
793,Rock
794,Rock
795,Rock
796,Rock
797,Rock
798,Rock
799,Experimental
800,Experimental
801,Experimental
803,Punk
804,Punk
805,Punk
806,Punk
807,Punk
814,Folk
815,Avant-Garde
816,Avant-Garde
817,Avant-Garde
818,Avant-Garde
819,Avant-Garde
820,Avant-Garde
821,Pop
822,Pop
823,Pop
824,Rock
825,Rock
826,Rock
827,Rock
828,Rock
829,Rock
830,Rock
831,Jazz: Vocal
832,Jazz: Vocal
833,Jazz: Vocal
834,Jazz: Vocal
835,Jazz: Vocal
836,Rock
837,Rock
838,Rock
839,Rock
840,Rock
841,Rock
842,Rock
843,Rock
844,Rock
845,Rock
846,Rock
847,Pop
850,Rock
851,Rock
852,Rock
853,International
854,Noise
855,Rock
856,Rock
857,Rock
858,Rock
859,Rock
860,Rock
861,Rock
862,Rock
863,Rock
864,Drone
866,Drone
868,Drone
869,Drone
870,Drone
871,Psych-Folk
872,Psych-Folk
873,Psych-Folk
874,Electronic
875,Electronic
876,Electronic
877,Electronic
878,Electronic
879,Electronic
880,Electronic
881,Electronic
882,Electronic
883,Electronic
885,Electronic
886,Electronic
887,Electronic
888,Electronic
889,Electronic
890,Free-Folk
891,Free-Folk
892,Free-Folk
893,Free-Folk
894,Free-Folk
895,Free-Folk
896,Punk
897,Noise
898,Noise
899,Noise
900,Improv
901,Improv
902,Improv
903,Improv
904,Spoken Weird
905,Spoken Weird
906,Spoken Weird
907,Spoken Weird
908,Spoken Weird
909,Spoken Weird
910,Spoken Weird
911,Spoken Weird
912,Spoken Weird
913,Spoken Weird
914,Spoken Weird
915,Spoken Weird
916,Spoken Weird
917,Spoken Weird
918,Spoken Weird
919,Spoken Weird
920,Spoken Weird
921,Spoken Weird
922,Spoken Weird
923,Spoken Weird
924,Spoken Weird
925,Spoken Weird
926,Spoken Weird
927,Spoken Weird
928,Spoken Weird
929,Spoken Weird
930,Spoken Weird
931,Spoken Weird
932,Spoken Weird
933,Spoken Weird
934,Spoken Weird
935,Spoken Weird
936,Spoken Weird
937,Spoken Weird
938,Spoken Weird
939,Spoken Weird
940,Spoken Weird
941,Spoken Weird
942,Spoken Weird
943,Spoken Weird
944,Spoken Weird
945,Spoken Weird
946,Spoken Weird
947,Spoken Weird
948,Spoken Weird
949,Spoken Weird
950,Spoken Weird
951,Spoken Weird
952,Spoken Weird
953,Spoken Weird
954,Spoken Weird
955,Spoken Weird
956,Spoken Weird
957,Spoken Weird
958,Spoken Weird
959,Spoken Weird
960,Spoken Weird
961,Spoken Weird
962,Spoken Weird
963,Spoken Weird
964,Spoken Weird
965,Spoken Weird
966,Spoken Weird
967,Spoken Weird
968,Spoken Weird
969,Spoken Weird
970,Spoken Weird
971,Spoken Weird
972,Spoken Weird
973,Spoken Weird
974,Spoken Weird
975,Spoken Weird
976,Spoken Weird
977,Spoken Weird
978,Field Recordings
979,Field Recordings
980,Field Recordings
981,Field Recordings
982,Field Recordings
983,Field Recordings
984,Field Recordings
985,Field Recordings
986,Field Recordings
987,Field Recordings
988,Field Recordings
989,Field Recordings
990,Field Recordings
991,Rock
992,Rock
993,Rock
995,Noise
996,Noise
997,Noise
998,Noise
999,Noise
1000,Noise
1001,Noise
1002,Noise
1003,Noise
1004,Noise
1006,Noise
1007,Rock
1009,Rock
1013,Rock
1014,Metal
1015,Metal
1016,Metal
1017,Metal
1018,Metal
1019,Noise
1020,Jazz
1021,Jazz
1022,Jazz
1023,Jazz
1024,Noise-Rock
1025,Noise-Rock
1026,Noise-Rock
1027,Rock
1028,Rock
1029,Rock
1030,Noise-Rock
1031,Noise-Rock
1032,Noise-Rock
1033,Noise-Rock
1034,Spoken Weird
1035,Avant-Garde
1036,Avant-Garde
1037,Avant-Garde
1038,Avant-Garde
1039,Noise-Rock
1040,Noise-Rock
1041,Psych-Rock
1042,Blues
1043,Blues
1044,Blues
1045,Blues
1046,Blues
1047,Blues
1048,Blues
1049,Rock
1050,Rock
1051,Pop
1052,Rock
1058,Jazz
1059,Jazz
1060,Jazz
1061,Jazz
1062,Jazz
1063,Jazz
1064,Jazz
1066,Audio Collage
1067,Audio Collage
1068,Audio Collage
1069,Audio Collage
1070,Audio Collage
1071,Audio Collage
1072,Audio Collage
1073,Audio Collage
1074,Audio Collage
1075,Audio Collage
1076,Electronic
1077,Rock
1078,Rock
1079,Rock
1080,Rock
1081,Rock
1082,International
1083,Avant-Garde
1084,Electronic
1085,Electronic
1086,Electronic
1087,Rock
1088,Electronic
1089,Electronic
1090,Electronic
1091,Electronic
1092,Field Recordings
1093,Field Recordings
1094,Field Recordings
1095,Field Recordings
1096,Field Recordings
1097,Field Recordings
1098,Field Recordings
1099,Field Recordings
1100,Field Recordings
1101,Field Recordings
1102,Rock
1105,Rock
1106,Rock
1107,Rock
1108,Rock
1110,Drone
1111,Drone
1113,Drone
1116,Rock
1117,Rock
1118,Rock
1119,Rock
1120,Electronic
1121,Electronic
1122,Electronic
1123,Rock
1124,Rock
1125,Rock
1126,Rock
1127,Rock
1128,Rock
1129,Rock
1130,Rock
1131,Rock
1133,Rock
1135,Rock
1136,Rock
1138,Rock
1140,Rock
1141,Rock
1142,Rock
1143,Rock
1144,Rock
1145,Rock
1146,Rock
1147,Rock
1148,Rock
1149,Rock
1150,Rock
1151,Jazz: Vocal
1152,Jazz: Vocal
1153,Jazz: Vocal
1154,Jazz: Vocal
1155,Jazz: Vocal
1156,Rock
1157,Rock
1158,Rock
1159,Rock
1160,Rock
1161,Rock
1162,Rock
1163,Rock
1164,Rock
1165,Rock
1166,Rock
1167,Rock
1168,Rock
1169,Rock
1170,Rock
1171,Rock
1172,Rock
1173,Rock
1174,Rock
1175,Rock
1176,Rock
1177,Rock
1178,Rock
1179,Rock
1180,Rock
1181,Rock
1182,Rock
1183,Rock
1184,Rock
1185,Rock
1186,Rock
1187,Rock
1188,Rock
1189,Rock
1190,Rock
1191,Rock
1192,Rock
1193,Folk
1194,Folk
1195,Folk
1196,Folk
1197,Folk
1198,Folk
1199,Folk
1201,Rock
1202,Rock
1203,Rock
1204,Rock
1205,Field Recordings
1206,Field Recordings
1207,Field Recordings
1208,Field Recordings
1209,Field Recordings
1210,Field Recordings
1211,Field Recordings
1212,Field Recordings
1213,NotAvailable
1214,Electronic
1215,Experimental
1216,NotAvailable
1217,NotAvailable
1218,Electronic
1219,Experimental
1220,Electronic
1221,Electronic
1222,Electronic
1223,Experimental
1224,Electronic
1225,Experimental
1226,Electronic
1227,Electronic
1228,Experimental
1229,Electronic
1230,Experimental
1231,Experimental
1232,Experimental
1233,Experimental
1234,Experimental
1235,Experimental
1236,Experimental
1237,Experimental
1238,Electronic
1240,Rock
1241,Noise
1242,Noise
1243,Noise
1244,Noise
1245,Noise
1246,Noise
1247,Noise
1248,Noise
1249,Noise
1250,Noise
1251,Noise
1252,Noise
1253,Noise
1254,Noise
1255,Noise
1256,Noise
1257,Noise
1258,Noise
1259,Noise
1260,Noise
1261,Noise
1262,Noise
1263,Noise
1264,Noise
1265,Noise
1266,Noise
1267,Noise
1268,Noise
1269,Noise
1270,Punk
1271,Punk
1272,Punk
1273,Punk
1274,Punk
1275,Punk
1276,Audio Collage
1277,Audio Collage
1278,Audio Collage
1279,Rock
1280,Rock
1281,Rock
1282,Rock
1283,Rock
1284,Rock
1285,Rock
1286,Rock
1287,Rock
1288,Rock
1289,Rock
1290,Rock
1291,Rock
1292,Rock
1293,Rock
1294,Rock
1295,Rock
1296,Rock
1297,Rock
1298,Rock
1299,Rock
1300,Rock
1301,Rock
1302,Electronic
1303,Singer-Songwriter
1304,Electronic
1305,Electronic
1306,Electronic
1307,Electronic
1308,Singer-Songwriter
1309,Electronic
1310,Electronic
1311,Singer-Songwriter
1312,Electronic
1313,Singer-Songwriter
1314,Electronic
1315,Electronic
1316,Electronic
1317,Singer-Songwriter
1318,Electronic
1319,Electronic
1320,Electronic
1321,Electronic
1322,Singer-Songwriter
1323,Electronic
1324,Electronic
1325,Electronic
1326,Singer-Songwriter
1327,Electronic
1328,Electronic
1329,Singer-Songwriter
1330,Electronic
1331,Electronic
1332,Electronic
1333,Electronic
1334,Electronic
1335,Electronic
1336,Electronic
1337,Electronic
1338,Electronic
1339,Electronic
1340,Electronic
1341,Singer-Songwriter
1342,Singer-Songwriter
1343,Field Recordings
1344,Field Recordings
1345,Field Recordings
1346,Field Recordings
1347,Noise
1348,Noise
1349,Experimental
1352,Experimental
1353,Experimental
1354,Rock
1355,Avant-Garde
1356,Rock
1357,Rock
1358,Rock
1359,Rock
1360,Rock
1361,Rock
1362,Rock
1363,Rock
1364,Rock
1365,Rock
1366,Rock
1367,Rock
1368,Rock
1369,Rock
1370,Rock
1371,Rock
1372,Rock
1373,Rock
1374,Rock
1375,Rock
1376,Rock
1377,Rock
1378,Rock
1380,Rock
1381,Electro-Punk
1382,Electro-Punk
1383,Electro-Punk
1384,International
1385,Avant-Garde
1386,Avant-Garde
1387,Avant-Garde
1388,Avant-Garde
1389,Avant-Garde
1390,Avant-Garde
1391,Avant-Garde
1392,Avant-Garde
1393,Avant-Garde
1394,Avant-Garde
1395,Avant-Garde
1396,Avant-Garde
1397,Avant-Garde
1398,Avant-Garde
1399,Avant-Garde
1400,Avant-Garde
1401,Avant-Garde
1402,Avant-Garde
1403,Avant-Garde
1404,Avant-Garde
1405,Avant-Garde
1406,Avant-Garde
1407,Avant-Garde
1408,Avant-Garde
1409,Avant-Garde
1410,Avant-Garde
1411,Avant-Garde
1412,Rock
1413,Rock
1414,Rock
1415,Rock
1416,Rock
1417,Rock
1418,Rock
1419,Rock
1420,Rock
1421,Rock
1422,Rock
1423,Rock
1424,Rock
1425,Rock
1426,Rock
1427,Rock
1428,Electronic
1429,Electronic
1430,Electronic
1431,Electronic
1432,Electronic
1433,Electronic
1434,Electronic
1435,Electronic
1436,Electronic
1437,Electronic
1438,Electronic
1439,Electronic
1440,Electronic
1441,Electronic
1442,Electronic
1443,Drone
1444,Drone
1450,Rock
1451,Rock
1474,Indie-Rock
1475,Indie-Rock
1476,Electronic
1477,Electronic
1478,Electronic
1479,Electronic
1480,Electronic
1481,Electronic
1482,Electronic
1483,Electronic
1484,Electronic
1485,Electronic
1486,Electronic
1487,Electronic
1488,Electronic
1489,Electronic
1490,Punk
1491,Punk
1492,Punk
1494,Avant-Garde
1495,Avant-Garde
1496,Avant-Garde
1497,Avant-Garde
1498,Avant-Garde
1499,Avant-Garde
1500,Avant-Garde
1501,Avant-Garde
1502,Avant-Garde
1503,Avant-Garde
1504,Avant-Garde
1505,Noise
1506,Noise
1507,Noise
1508,Noise
1509,Noise
1510,Noise
1511,Noise
1512,Noise
1513,Noise
1514,Noise
1515,Psych-Rock
1516,Psych-Rock
1517,Noise
1518,Psych-Rock
1519,Psych-Rock
1520,Psych-Rock
1521,Psych-Rock
1522,Psych-Rock
1523,Psych-Rock
1524,Psych-Rock
1525,Psych-Rock
1526,Rock
1527,Rock
1528,Rock
1529,Rock
1530,Rock
1531,Rock
1532,Rock
1533,Rock
1534,Rock
1535,Rock
1536,Rock
1537,Avant-Garde
1538,Avant-Garde
1539,Avant-Garde
1540,Psych-Folk
1541,Psych-Folk
1542,Psych-Folk
1543,Psych-Folk
1544,Psych-Folk
1545,Psych-Folk
1546,Psych-Folk
1547,Ambient Electronic
1548,Ambient Electronic
1549,Ambient Electronic
1550,Ambient Electronic
1551,Ambient Electronic
1552,Ambient Electronic
1553,Ambient Electronic
1554,Ambient Electronic
1555,Ambient Electronic
1556,Ambient Electronic
1557,Avant-Garde
1558,Avant-Garde
1559,Avant-Garde
1560,Avant-Garde
1561,Avant-Garde
1562,Avant-Garde
1563,Avant-Garde
1564,Avant-Garde
1565,Noise
1566,Noise
1567,Noise
1568,Noise
1569,Noise
1570,Noise
1572,Noise
1573,Noise
1574,Pop
1575,Pop
1576,Field Recordings
1577,Field Recordings
1578,Field Recordings
1579,Field Recordings
1580,Field Recordings
1581,Field Recordings
1582,Field Recordings
1583,Field Recordings
1584,Field Recordings
1585,Field Recordings
1586,Field Recordings
1587,Field Recordings
1588,Field Recordings
1589,Field Recordings
1590,Rock
1591,Rock
1592,Rock
1593,Rock
1594,Rock
1595,Rock
1596,Rock
1597,Rock
1598,Rock
1599,Rock
1600,Rock
1601,Rock
1602,Rock
1603,Rock
1604,Rock
1605,Rock
1606,Rock
1607,Rock
1608,Rock
1609,Rock
1610,Rock
1611,Rock
1612,Rock
1613,Rock
1614,Rock
1615,Rock
1616,Rock
1617,Rock
1618,Rock
1619,Rock
1620,Field Recordings
1621,Field Recordings
1622,Field Recordings
1623,Field Recordings
1624,Field Recordings
1625,Field Recordings
1626,Field Recordings
1627,Field Recordings
1628,Field Recordings
1629,Field Recordings
1630,Field Recordings
1631,Field Recordings
1632,Field Recordings
1633,Noise
1634,Electronic
1635,Electronic
1636,Electronic
1637,Electronic
1638,Electronic
1639,Electronic
1640,Electronic
1641,Punk
1642,Pop
1643,Pop
1644,Pop
1645,Pop
1648,Pop
1649,Pop
1652,Pop
1657,Pop
1658,Pop
1659,Pop
1660,Pop
1661,Pop
1662,Pop
1663,Pop
1664,Pop
1665,Pop
1666,Pop
1667,Field Recordings
1668,Field Recordings
1669,Field Recordings
1670,Field Recordings
1671,Field Recordings
1672,Field Recordings
1673,Field Recordings
1674,Field Recordings
1675,Electronic
1676,Electronic
1677,Electronic
1678,Electronic
1679,Electronic
1680,International
1681,International
1682,International
1683,International
1684,International
1685,International
1686,International
1687,International
1688,International
1689,International
1690,Rock
1691,Pop
1692,Pop
1693,Pop
1694,Rock
1695,Rock
1696,Rock
1697,Rock
1698,Folk
1699,Folk
1700,Folk
1701,Folk
1702,Folk
1703,Folk
1704,Folk
1705,Folk
1706,Rock
1707,Rock
1708,Rock
1709,Rock
1710,Rock
1711,Rock
1712,Rock
1713,Rock
1714,Rock
1715,Rock
1716,Rock
1717,Rock
1718,Rock
1719,Rock
1720,Psych-Rock
1721,Electronic
1722,Electronic
1723,Electronic
1725,Industrial
1726,Industrial
1727,Rock
1728,Rock
1730,No Wave
1731,Experimental
1732,Experimental
1733,Experimental
1734,Experimental
1735,Experimental
1736,Experimental
1737,Experimental
1738,Experimental
1739,Experimental
1740,Rock
1741,Rock
1742,Rock
1743,Rock
1744,Rock
1745,Rock
1746,Rock
1747,Rock
1748,Rock
1749,Rock
1750,Rock
1751,Rock
1752,Rock
1753,Rock
1754,Rock
1755,Rock
1756,Rock
1757,Rock
1759,Folk
1761,Folk
1763,Folk
1765,Folk
1767,Folk
1768,Folk
1770,Rock
1771,Rock
1772,Rock
1773,Rock
1780,Punk
1781,Punk
1782,Punk
1783,Rock
1784,Rock
1785,Rock
1786,Rock
1787,Rock
1788,Rock
1789,Rock
1790,Rock
1791,Rock
1792,Rock
1793,Rock
1794,Rock
1795,Rock
1796,Rock
1797,Rock
1798,Rock
1799,Rock
1800,Rock
1801,Rock
1802,Rock
1803,Rock
1804,Rock
1805,Rock
1806,Rock
1807,Rock
1808,Rock
1809,Rock
1810,Rock
1811,Rock
1812,Rock
1813,Rock
1814,Rock
1815,Rock
1816,Rock
1817,Rock
1818,Rock
1819,Rock
1820,Rock
1821,Rock
1822,Rock
1823,Rock
1824,Rock
1825,Rock
1826,Rock
1827,Rock
1828,Rock
1829,Rock
1830,Rock
1831,Rock
1832,Rock
1833,Rock
1834,Rock
1835,Rock
1836,Rock
1837,Rock
1840,Experimental Pop
1841,Experimental Pop
1842,Experimental Pop
1843,Experimental Pop
1844,Experimental Pop
1860,Rock
1861,Rock
1863,Electronic
1864,Electronic
1865,Classical
1866,Electronic
1867,Classical
1868,Electronic
1869,Classical
1870,Electronic
1871,Classical
1872,Electronic
1873,Classical
1874,Electronic
1875,Electronic
1876,Electronic
1877,Electronic
1878,Electronic
1879,Electronic
1880,Electronic
1881,Electronic
1882,Rock
1883,Rock
1884,Rock
1885,Rock
1886,Rock
1887,Rock
1888,Rock
1889,Rock
1890,Rock
1891,Rock
1892,Folk
1893,Folk
1894,Folk
1895,Folk
1896,Folk
1898,Rock
1899,Rock
1900,Rock
1901,Rock
1902,Rock
1909,Folk
1910,Noise
1911,Noise
1912,Noise
1913,Folk
1914,Folk
1915,Folk
1916,Folk
1917,Folk
1918,Folk
1919,Folk
1920,Folk
1921,Folk
1922,Folk
1923,Folk
1924,Folk
1925,Folk
1926,Folk
1927,Folk
1928,Folk
1929,Avant-Garde
1930,Progressive
1931,Avant-Garde
1932,Avant-Garde
1933,Avant-Garde
1934,Avant-Garde
1935,Avant-Garde
1936,Avant-Garde
1937,Avant-Garde
1938,Avant-Garde
1939,Avant-Garde
1940,Rock
1941,Rock
1942,Rock
1943,Rock
1944,Rock
1945,Psych-Rock
1946,Psych-Rock
1947,Rock
1948,Rock
1949,Rock
1950,Rock
1951,Rock
1952,Rock
1953,Rock
1954,Rock
1955,Rock
1956,Rock
1957,Rock
1958,Rock
1959,Rock
1960,Rock
1961,Rock
1962,Rock
1963,Jazz: Vocal
1964,Jazz: Vocal
1965,Jazz: Vocal
1966,Jazz: Vocal
1967,Jazz: Vocal
1968,Field Recordings
1969,Field Recordings
1970,Field Recordings
1971,Field Recordings
1972,Field Recordings
1973,Field Recordings
1974,Field Recordings
1975,Electronic
1976,Electronic
1977,Electronic
1978,Electronic
1979,Avant-Garde
1980,Avant-Garde
1981,Avant-Garde
1982,Avant-Garde
1983,Noise-Rock
1984,Noise-Rock
1985,Noise-Rock
1986,Noise-Rock
1987,Noise-Rock
1988,Noise-Rock
1989,Noise-Rock
1990,Noise-Rock
1991,Noise-Rock
1992,Noise-Rock
1993,Noise-Rock
1994,Noise-Rock
1995,Noise-Rock
1996,Free-Jazz
1997,Field Recordings
1998,Field Recordings
1999,Field Recordings
2000,Field Recordings
2001,Field Recordings
2002,Field Recordings
2003,Field Recordings
2004,Field Recordings
2005,Field Recordings
2006,Field Recordings
2007,Field Recordings
2008,Field Recordings
2009,Rock
2010,Jazz
2011,Noise
2012,Noise
2014,Indie-Rock
2016,Indie-Rock
2017,Indie-Rock
2018,Avant-Garde
2019,Avant-Garde
2020,Avant-Garde
2021,Avant-Garde
2069,Punk
2070,Punk
2071,Electronic
2072,Electronic
2073,Electronic
2074,Electronic
2075,Electronic
2076,Electronic
2077,Electronic
2078,Electronic
2079,Electronic
2080,Electronic
2081,Electronic
2082,Electronic
2096,Experimental
2097,Folk
2098,Avant-Garde
2099,Experimental Pop
2100,Audio Collage
2101,Audio Collage
2102,Audio Collage
2103,Audio Collage
2104,Audio Collage
2105,Audio Collage
2106,Audio Collage
2107,Audio Collage
2108,Audio Collage
2109,Audio Collage
2110,Audio Collage
2111,Audio Collage
2112,Audio Collage
2113,Audio Collage
2114,Audio Collage
2115,Audio Collage
2116,Audio Collage
2117,Audio Collage
2119,Avant-Garde
2120,Electronic
2125,Punk
2126,Rock
2127,Rock
2128,Rock
2129,Rock
2624,Electronic
3154,Avant-Garde
3225,Electronic
3256,Electronic
3257,Electronic
3258,Electronic
3259,Electronic
3260,Electronic
3261,Electronic
3262,Electronic
3263,Folk
3264,Folk
3265,Folk
3266,Folk
3267,Folk
3268,Electronic
3269,Garage
3270,Folk
3271,Folk
3272,Folk
3273,Folk
3274,Folk
3276,NotAvailable
3277,Pop
3278,Pop
3279,Pop
3280,Pop
3284,Experimental
3285,Experimental
3286,Experimental
